Gene
MAP3K12
LGALS3BP
KIF7
NELFA
FAT2
MAN1A1
ZNF600
GRIPAP1
BCL6B
HCN3
TCEA2
HDAC6
PCDH18
CACNB2
FOXO1
ZNF189
LCT
RABGAP1
FAM83D
C9orf92
ZNF397
SPECC1
SLC22A15
RFC4
PCYOX1
ZNF292
MATN1
GPR27
MEST
TTC9
CBY3
TXNL1
POPDC3
UBR4
BSDC1
PACS1
ZNF599
GLRA1
CSMD3
ITGA6
AVIL
RASSF9
FAT3
COX5A
PSMD8
DOCK1
PLCD1
STAT3
SFTPB
COA5
PTCHD4
POMK
MOCS1
NTN1
SLC6A7
HS3ST5
AMPD2
BVES
NLRP1
ADNP
GABARAP
HP1BP3
ZNF382
NKX6-3
DNMT1
SDC4
PCSK4
TEX35
USP39
CRYGS
GNMT
PBRM1
MYEF2
SH3TC1
DEPDC1
SETMAR
ATP13A5
PDE6A
CAND1
BCL9L
NABP1
CHST10
TMEM196
FBXO3
SNUPN
PLEKHG2
KCNJ9
CRYBB2
TIMM8A
EMC10
RAB40AL
HLA-DRA
PHIP
LCMT1
PSMG3
SHQ1
LTB
CAPN11
SLC22A5
FAM122C
SCNN1A
RBBP8
DCT
FLI1
WDR43
ELK4
IFT122
PDE4DIP
SYT6
IL13RA2
DBI
GCAT
ZCCHC12
ZNF518B
CENPV
HARS2
BICC1
PKD2
TRIM5
LMO7DN
ACSM6
GPR61
NIN
KEL
XPNPEP1
TLN1
FBRSL1
PABPC1L2B
NEK2
HFM1
PRPF40A
REEP2
HCFC1
CSPG4
UGT2B15
C12orf73
NWD2
SRSF9
ABCB1
TMEM229A
HHIP
TFPT
TADA3
PRKD1
PNLDC1
SSRP1
RAB40B
RCOR3
NUP160
CTH
TMEM70
MEP1B
RAB2A
ZNF846
NPPA
SLC1A1
LSM6
MYOC
DYNLL1
APBA2
LDLR
DPP8
CPEB4
RHCG
SLC39A1
ZNF780B
GPR161
RNF144B
NFE2L3
MTA2
MPO
SOGA1
QRICH2
SRC
NLRP7
ZBTB41
XDH
C4orf19
NAV3
CDRT1
OLIG1
PELP1
ACTC1
NPLOC4
SYNPO2L
HCK
PRKRA
BOP1
NIPAL1
ROMO1
UGGT2
MRPS2
CLK4
ZNF215
MXD4
CETN2
MTR
PCGF1
ADAM17
HSPA2
CHMP5
STRADA
CHST8
PCNA
TCOF1
FBXO25
TSHZ3
SHD
ZNF652
POU5F1
CD109
CTSC
C1RL
TRIM16
TMEM47
NOP16
RUSC1
SNX17
MAFK
PRPF4B
AFF3
OSBPL3
ZNF324
CAPN1
GKAP1
ARHGEF26
CAPN2
ATP1A3
LILRB3
ALDH6A1
LNPEP
KIF21A
SPDYA
FOXP2
NFIA
WNT6
AP1G2
FES
FETUB
CHD6
CXorf38
HPX
LAG3
VPS13C
EEF1A2
SEC61A2
PPP1R1A
TCF7
GCFC2
KCTD16
ARPC3
ZNF101
TEKT3
RAB12
MORF4L2
NCDN
NLGN2
SGSH
SIRPG
ITIH6
CEP97
XBP1
HPRT1
CDC37L1
CHSY1
CCDC88C
VDAC3
SPATC1L
TRIM27
ABCG8
IGLON5
SLC6A4
FBXO28
CHORDC1
GNAZ
SPTSSB
FXYD6
RAP2C
NEXN
PLA2G4A
RSPH3
TOP1
APOLD1
TMEM246
MYCN
RAB36
IL18R1
FOXC2
PRSS12
POP1
ADAMTS9
RALGAPB
SPCS1
RMND1
CEP41
GABRR2
PCGF5
STIM2
MLXIP
MTERF2
GLTP
ABAT
HMGXB4
LMX1B
TMEM248
AGER
BCL2L13
OCIAD1
NRBP2
NOTCH2
ASCC3
RNF11
F10
USP42
STMN2
RAB30
SFMBT2
CALCOCO2
DRD3
TRMT10B
NFIL3
ITGB8
SERPINB9
RYR1
SKIL
AMY2B
CKS2
TAF1A
GNAI1
NDUFA5
PLEKHG3
ZDHHC18
ARL6IP6
DYNC2H1
MAL2
ZNF707
SLC24A1
SH3RF3
ANAPC2
DCHS1
SLC25A26
PLIN4
SPATA32
B3GNT4
SHISA7
IFT140
USP45
MRPL19
PTPN6
MAP3K6
SLC12A5
PITPNC1
MT1E
SAMD4B
BCAT2
VAPB
BEX2
CA2
TCAF1
ADAM21
SLC27A5
TRMU
ADRA1A
RND1
CHADL
LYPD1
MAP3K5
PGM2
FCF1
CD300E
GIT1
VWA8
SMCO4
ASNSD1
SYTL3
DOLPP1
HSP90B1
RBM25
KPNB1
VCAM1
RGS7
RNF167
EMC3
FKBP6
HOMER1
VIP
TMEM8A
NT5DC1
UBR1
PCYT2
HEATR5B
TRAIP
RASL12
ZNF684
SQLE
UGDH
RPS26
ZFAND5
FBXO34
NRG2
APBB1IP
SLC7A13
CRIP2
ATP6V1C2
TMEM38A
S1PR1
CMTM7
ADGRB3
DDAH1
ZNF787
VAMP8
RNF44
JAM3
KCNJ15
B4GALT5
RAD23B
LTB4R
RHO
TNFRSF11B
GPIHBP1
TMBIM6
TDP2
DSTN
UBA52
CD274
AEN
RAPGEF4
PPP2R5C
USP6NL
B3GALNT1
PPWD1
IQCE
HIPK1
SFT2D2
POU2F1
ZP1
LARP1
WNT8A
ACHE
TM2D2
ZNF131
MAG
CLCN6
FLVCR1
RTTN
NODAL
RPN1
SLC6A9
LRIG1
S100A6
SIK2
UBAP1L
GOLGA8M
CEP350
CTU2
TMEM150C
DPP4
GLB1L
ANGPT2
TRAM1L1
YBX3
ACAD9
ZNF850
KALRN
MTERF3
ZNF519
UBAP1
CPT1C
LTBR
SASH3
SHPRH
PPP1R13B
RFX3
DOLK
ASCL5
NDRG4
ACYP2
ABHD10
SYNE3
SLC1A2
ZNF620
MIPEP
BICD1
WFS1
EPHX1
SEMA6C
MS4A13
SRRM2
PXDN
MEIG1
BCL2L2
SLC39A8
HABP4
NDUFA12
ATPAF2
OGDHL
UBE2Q1
TRIB1
DSCC1
KIAA2026
SPAG16
TARSL2
UBALD2
MEX3D
E2F2
CLEC18A
PEX26
CCNB1
AGTPBP1
PGF
CCS
DAPK2
CMTM2
IL21R
PSIP1
ZNF618
DSG2
FBXO43
LMTK2
RRP12
TOR4A
NDUFA1
ANKRD9
ANO3
PREX2
KDELR3
SH3KBP1
UTRN
CLTA
SYNPR
PCCB
DLG5
CNPY4
SLCO2B1
AKAP1
PRR3
ADH1B
MAMLD1
TBC1D8B
CAPNS1
DENND5A
TXNIP
CASK
ACSM1
MLXIPL
NEK3
RILP
ZNF566
PPFIA1
GMPPB
ICK
SYCP2
BFAR
PAFAH1B2
CATSPER1
FAM214A
PSMD12
THEG
CDC20
ADGRE1
ZBP1
PTTG1
LDLRAD4
SVIL
PCDH8
DMPK
TFB2M
METTL9
DYSF
PCBP1
TMEM167A
UBTF
RFTN2
ZNF70
FOXG1
TERF2
DEPDC5
KLHL20
SEMA4F
USH1C
TIRAP
NT5C3A
CHMP3
TRAPPC8
LCA5
IQUB
PTDSS2
SFT2D1
ABTB1
RNF112
UGCG
AMPD3
GNPTG
SMAD4
L2HGDH
SLC7A11
FAM216A
ABI2
NME1
ZNF75A
FCGR3A
CSF3R
PLEKHG6
PEBP1
TMEM241
CYTH1
KHDRBS3
SMIM6
TSPAN12
TEX30
GNG3
CCDC68
DNAJC27
CARD11
XG
LILRB1
ZNF514
TLE6
GNL2
MAGEE1
FBXW8
CD84
KIAA0232
TMEM178A
TBC1D23
CCNA2
CCER2
ZSWIM1
CSAD
AKR1D1
GEMIN2
ZNF383
METTL7B
TMEM151A
ZSWIM5
JUNB
GUK1
NEK4
PIR
GART
PITPNM2
CCDC17
TSSC4
RFXANK
ZMAT1
TXNDC17
STRN4
BSPRY
G3BP1
MB21D2
RALYL
TRPC3
TEX9
SCN4B
EID1
CTSL
UBXN7
DEPDC1B
CNR2
CTDSP1
GPR65
GMEB1
TMEM63A
ARIH2
BBOX1
RPS3
PDE9A
C17orf97
OSTM1
GGA3
MNX1
ROBO2
FREM1
PCDH9
PHKG2
GEMIN6
SERPING1
DHFR
PTPN14
CDC42BPA
DDX27
APOBEC3G
PCDH20
SMC1B
FBN1
ESD
ATE1
PSMD1
GDF7
IFNGR1
RRP9
CHEK1
EXOC3L1
GALNT12
MEIS1
GRHL1
KAZALD1
MCEE
ZNRF3
KCNRG
VTI1A
CNIH1
CUL9
SCAMP4
PRKCZ
C14orf39
DIO1
LPAR5
SLC18A2
AHCYL2
CEBPZ
CCNYL1
CLEC4F
CFAP70
EAF2
CDADC1
ARFGAP1
PNMT
C15orf40
QSER1
TRIB3
C15orf48
ZNF526
PPIE
HIST1H2BJ
LRRC73
LURAP1L
GHITM
PHACTR2
RSRC2
MCTS1
SLC2A12
MICAL1
TUFT1
ZNF460
MYO7A
C18orf21
PARD6G
RENBP
TOR3A
UFM1
PATZ1
HIVEP2
FBXO44
MEOX1
OVCH2
FSIP2
LY6H
PSMC3
C1orf194
PDPN
FAM184B
HEATR4
MCL1
ZMYM4
CPA4
NRIP2
EPHB1
LRRC36
EIF3E
NOTCH1
ZNF584
TEX101
CHAF1B
TUBA8
KLHL8
LSM1
NAB1
CABP5
ECHDC1
PIK3C3
WNT5A
RANGRF
C3
PIEZO1
RPL22L1
CLEC2L
CDH13
UBAC2
USP51
CCNE2
ACADSB
ZNF623
WFIKKN1
WDR61
KDM1A
TOX2
ZMIZ1
PXN
TM9SF3
WDHD1
DHX58
RPS5
SLC9C1
CDH19
FEZ1
ATP6V0D1
PRKAR2B
ABI3
CYP27A1
ALDH2
EIF4B
CABYR
SHCBP1
SEC22B
ELMSAN1
CXorf40B
TAF2
CD163L1
SRRD
AKAP9
PLCD3
PSMD6
POLR3B
ZBTB4
NDUFV1
TPH2
ENO2
STXBP6
KMT2C
CPSF2
CLIP3
SMOC1
ITGB3BP
ZNF682
CCDC66
SIGLEC8
DPP10
P2RY13
GDAP1
PDCD5
FGD3
RASSF1
MRPL13
GFOD2
CCNJ
DCUN1D1
CIC
KBTBD11
CDS1
IGSF11
PCID2
FAXC
NAA20
WNT7B
FRRS1L
SMARCD2
LRRC55
CEP104
TCTE1
DMTN
MMADHC
DCAF8L2
CCDC146
CPA6
YWHAH
IDH3G
PKP4
ULBP2
ANXA6
HES2
TRUB1
PRR14
CARD16
PODXL
RXRA
CCDC38
PBX4
SLC30A4
TMPRSS11A
GSTM2
PLBD1
CKAP4
ACOT1
PRELID2
PNPLA2
TMPRSS7
MRPS9
LAMA2
CDC25A
SEC23B
TRIM32
BHMT2
SNTB2
TMEM145
ARPC5L
KBTBD8
PAK6
BHLHE41
TMEM255A
XIAP
HSD17B8
CCNB1IP1
ODF3L2
SLC46A3
PTN
NUDT16L1
LTF
RAPGEF6
UNC93B1
RAB11FIP1
CPSF4
RBPMS
ZNF571
IDO1
SGSM3
SLC16A12
RPL31
PPP1R1B
CEP162
NPEPL1
TRPV1
SYNE2
ALDH1A3
OAZ3
DPP6
GOLGA2
CUEDC2
FAT4
OPALIN
MTCL1
TRIM13
EIF2B5
ADO
PTPRE
SORBS3
ZNF341
CEBPG
ERCC1
EGFLAM
PDE1B
CLEC17A
RPL36AL
EGLN3
EIF4E1B
GPR26
GANAB
SERPIND1
VASH2
PXMP4
FAM102A
APLP2
SORBS2
BUB3
KIAA1210
C11orf68
OSTF1
AQP1
ELOVL6
TRAF1
MAP2K1
DPY19L4
TNPO2
SOCS3
HEATR6
CDKL5
SLC12A8
MAST4
SLC4A1
MYO5C
GDI2
TYSND1
FRMD5
TAF1D
MOCS3
ZNF596
CA10
TTN
SMPD3
GDI1
TTLL6
ZNF214
YPEL5
PKP2
UQCC3
CNDP2
MUC15
HIST3H2BB
M6PR
REEP5
UGP2
TEP1
LOXL1
PDE1A
DPP7
FAM181B
IFT43
IL1RL2
FARP2
ZNF92
THSD7B
ECI1
HTR1D
CARNS1
TMED5
ZPBP
FEM1C
REPS1
NHLRC1
IGF2BP2
KCNJ12
MRPL28
AQR
NIPAL3
APLF
RUFY1
EZH2
NOP9
TSPYL5
ADM5
NTN4
PDE10A
WTAP
MED18
HMMR
SERAC1
KIF13B
YEATS4
HARS
NIPBL
RBKS
KATNA1
KLHL1
NISCH
DEF8
THADA
MYO9B
RNMT
CNTN3
ZFPM1
FOXB1
TBC1D32
SAP30
FBXL12
PKD2L2
ZNF20
DAZAP1
CAMSAP2
LEAP2
ARHGEF25
IQGAP1
COL4A6
BRF2
PLA2G12B
BMPR1A
FAM13A
C9orf43
OGFOD3
FHOD1
TIPARP
CNOT8
MBD5
CCT3
SLC25A40
NUDC
CNST
COL2A1
REXO1
NQO2
LRRC41
PPP1R32
CAMK2N1
UBE2V2
CAPN14
SEC14L4
CRK
ZNF507
NAP1L4
MMP15
NPRL2
ACOX3
NRXN1
ARHGAP18
AGPAT4
SNAPC4
TNS3
RFX5
LYRM7
TMEM86B
LSMEM1
SHMT2
PRRG3
MCM5
SOX30
CDHR1
PRR11
YTHDC2
SAMD8
RPSA
MRPS16
GRIN2B
SUSD2
CEP135
FBXO16
NEUROD2
CA5A
SESN2
KIF5A
KLC4
CLASP2
LAMC1
CD8B
IL31RA
AK5
GRM5
DCC
ST3GAL6
GFRA3
PIGA
TRIP6
MCMBP
SEC14L3
TP53RK
ZFY
ARHGAP29
ATP10A
C8orf34
LURAP1
TMEM41B
ADAL
METTL2A
IL1B
DROSHA
DNAJC15
EIF4A2
LTBP2
BRD9
SLC26A4
FAM135A
SNX9
TBC1D2B
FERMT3
KCNJ4
MRPL9
USP49
KL
ZNF232
RPL34
NXPE3
RASGRP4
ABCA12
TGFBRAP1
CSNK1A1
DEPDC7
SRPK1
CCM2
RBM33
CEACAM21
HPSE2
TIMM17A
ABCA7
ZNF439
PTPRH
PIK3CG
MAP2
IL1RAPL2
GRAMD1B
C12orf43
CD55
SEMA7A
MAN1A2
EIF3L
IGFBP6
KDM5C
SAMD5
PNPLA3
RHBG
PPARGC1B
FGD2
ARHGAP39
KLHL15
MYH7B
OTUB1
GABRA2
TBC1D26
COPS7A
MT4
FAM89B
THSD1
PHF6
LIMA1
CTTNBP2
MAGED1
TRABD2B
TPK1
ZFHX4
ALPK3
BBS2
PDE6B
EPS15
SURF2
DISC1
VSTM4
GALP
TAPT1
INTS10
CDH3
LGR6
MORC1
GABRA4
ANK1
ORMDL1
LRRC43
RPS28
ZNF528
TARS2
SIGLEC1
RTKN2
ABCB9
VEPH1
LRP1B
KRT10
ABCC1
BCL7C
PROSER1
P2RY1
HRH3
KRT81
CALM3
C7orf26
C1S
CLEC18B
GLDC
JAZF1
MAN1B1
NOA1
LYPLA1
APOBR
FAM118B
SCN7A
SLC38A9
ORAI1
KPNA5
KDM7A
RRNAD1
SNX3
NR4A3
SART3
KCNA3
XKR6
MTERF4
SPTBN1
GATA2
CHST13
WDR19
CD36
PITPNB
GINS1
GULP1
ARHGEF38
HORMAD2
STAG3
DPH5
CD2AP
DAP3
ACAP2
RTP4
RB1CC1
TACO1
WAC
SMCHD1
GK
ATXN3
ACAD11
CAMKV
NXPE2
TNFRSF10A
LAYN
SIPA1
CFAP99
RWDD1
ARHGAP35
DHRS13
SYNE1
MYRF
SLC8A2
CCDC14
PDXK
AGPAT3
ABHD13
GPR137
GRAMD4
MSH4
KLF3
RC3H2
LMNTD2
SMIM2
QKI
CEP55
OSGEP
ZNF589
GDF5
DONSON
PPP1CB
HMGB1
PTPRO
RNF165
CAMKK2
RHOF
SLX4
RPL23
STAMBPL1
FAM155A
SLC16A8
HK3
EIF4A3
DNAJB5
AGRN
THAP11
TSGA10
LPIN2
DGKD
KCTD10
TCN2
CNOT1
GBP3
FITM1
IRF2BP1
SPDYE2B
ANKDD1B
BTBD11
TRPM4
KLHL36
ZNF692
CCNA1
HLA-A
ROPN1L
ZNF395
METTL2B
C6orf118
C19orf18
BMP8B
ZNF276
USP46
HES6
NLRC4
BSG
CYP46A1
RNF38
KIAA0513
PTPN22
DBR1
RABGGTB
ADAMTSL2
ZNF891
TMEM147
PTGER1
ADAMTS14
RGR
GMPR2
ACOXL
CCDC149
GMDS
CALHM2
TMED8
NSRP1
MTIF2
TTF1
LYZL1
LIMCH1
TMEM221
FAM151B
NNAT
NUMB
EEF2
CACNA1D
SLC5A2
SLC4A4
CCDC171
PPARGC1A
TMED1
ZNRF1
PRR22
SPATA21
ST6GALNAC2
MSRB1
ATF2
CPNE8
KIAA0319
TMEM181
SLC31A1
CRYBB3
PAQR5
SHC3
HBA2
R3HDM4
CHMP2B
SERF2
NR0B1
STMN1
SELE
LIPI
PIEZO2
VSTM5
GLI2
TMCC2
SLC22A25
NMT1
PLCD4
C4orf46
RRAGD
KIF1B
CACNA2D3
MPV17L2
VAT1
CEP120
ANKEF1
CYTH4
FAM171B
PRRC2A
HDAC1
RNF207
TSPAN33
CETN3
MPI
ALG1L2
SPSB3
DENND6B
ZBTB43
ZNF594
COPZ2
IL17RA
HTR5A
AGFG1
SIAH1
CACNB3
HDDC2
TAF6L
MDC1
CNGA3
MROH2B
SYT13
RIMS2
SARDH
DICER1
INHBE
ZXDA
KEAP1
NT5C
GALNT8
TBC1D14
EPAS1
SPRY1
PPP1R3G
CHRNA4
TOX3
SHISA8
TDRD1
MBP
ZNF784
GLI3
ZFP3
TMIGD2
NPAS2
ANTXR2
VWF
ZNF236
FH
MYOZ3
EPN1
HTR1F
PRR14L
MYOT
NBPF11
PAN2
SH2B1
PPM1M
SLC25A25
TRIAP1
TMEM109
LTV1
FAM110D
SHF
HEMGN
WDR78
OSBP2
H2AFZ
FBXO24
EEF1A1
FAM171A1
STK11
SORBS1
TFE3
TMEM179
B4GAT1
SPRED2
LRCH4
GPR158
PEX3
C1orf53
CCDC107
CCDC63
TOP3A
SAE1
FUZ
STXBP5L
TMEM184B
RAB32
NAV1
ADGRF3
IFIT2
INF2
MUC16
MAEL
ERCC6L
LHX1
RPL32
EPHX4
CTNS
ZNF254
NSUN7
IL18
CALCRL
DCAF17
LPCAT1
PHYHIPL
OLFML1
CYP2J2
ZNF57
OXNAD1
CDC25C
NOTCH3
MSX1
GPR171
IER5L
TMEM116
PTK6
ZNF728
PFKFB2
MTHFD2
PRRT3
FZD2
METAP2
FMNL1
TGM5
DMRTA1
SOX11
NCAN
EGF
TMEM114
INCA1
NEDD4
FOLR3
KIAA1522
IMMP2L
GADD45G
GRB7
URI1
UNC79
PPHLN1
MRLN
TNFAIP1
AANAT
ALG5
EFEMP1
FAM177B
PHACTR3
ACTA2
TBC1D25
ZNF175
TOP2B
NEIL3
MZT2A
PTK7
SLC25A4
TMEM119
E2F4
HSPB1
RCVRN
CFTR
ARVCF
RPS6KA2
TMEM179B
RNF14
NPTN
RPL10
LDHD
CNGB3
CAMK1G
ABCA5
TSHZ1
POGK
CYP4F22
PODXL2
PCLO
CPS1
NUDCD2
GUCA1B
CADM1
HBA1
KIAA1109
PIH1D2
ABO
LIPA
FMR1NB
FOXD4
TOMM22
TNS4
GTF3C2
FTCD
MAP4K5
FBXO2
ARHGAP20
TXLNA
PPP1R15B
AEBP2
ST6GALNAC1
SLC12A7
BMP8A
C2CD4C
MRPL43
SEC14L5
BEND4
HACE1
IDE
CWC25
GMPR
PRMT5
SYT10
TRANK1
DLX1
CPE
SERF1B
LECT2
RPS6KL1
CCDC12
ESRRB
CDK10
TTYH1
PANX2
FAM216B
NUP153
IL6R
KCTD8
FCGR1A
MTX2
LMAN2
ENG
RBMS2
TMEM244
LIPT2
LATS2
KCNH5
MYO9A
BRD4
NCALD
ZNF644
GUCA1C
KCTD11
ABHD15
WDR91
SUFU
COMMD2
LEO1
TAGAP
SNAI2
SHARPIN
ANO2
NMU
ITGAE
APBA1
RPL6
UBE2O
HACL1
ESRP1
LYPD8
SSTR1
SLC16A2
INO80E
SPPL3
ZNF19
CCDC130
IDH3A
FARS2
MED25
ZNF324B
VWA7
C1orf54
ZNF446
CSNK1G3
PRR7
OTOGL
MLX
DYNLT1
HGH1
GDA
ASB5
ZCCHC10
MAEA
WASF2
VCPIP1
NOS1
TBPL2
COL22A1
SLC35B1
RSL1D1
SV2B
GINS3
PSMG4
KDM6B
GNB1L
NR1H3
MARCH3
KHDRBS2
C3orf18
FUBP1
TMEM168
TMEM203
GNA15
PSD
PSMC1
IGF1
RBP2
CHAD
SPDYE1
PTEN
KLF8
GPR3
NRN1
ASL
ID3
TPRN
B2M
SLC1A4
C6orf47
FGF2
DCTN2
ENTPD3
ANKS1B
SLC24A4
KIRREL2
FBXO5
STXBP1
ERGIC3
PIDD1
BORA
ZMAT4
EFHB
ZBTB3
OLIG2
PRRX1
PRR5L
KIF23
GSTM4
TMEM50A
SRSF12
PHOSPHO1
CCDC170
MZT1
RICTOR
HEY1
PDE8A
ANKRD17
ADAM2
MMAA
OSBPL1A
COL1A2
NMBR
RNF2
DNAJC10
RAP1GAP
ARHGEF19
PARP10
ELAC2
SIRT7
ATP1A2
CYP2R1
AAGAB
TP53TG3D
HAVCR2
SMC2
CLDN6
SBSPON
FBXO42
PARP14
ZNF354A
CTIF
SLC16A9
ADGRA1
TRABD2A
PTCHD1
CSNK1G1
KIAA0895
MED6
DCLRE1A
ANGPTL4
RAB26
PA2G4
LGALS3
LRRC39
UBE2QL1
ZBTB8OS
MEMO1
SMYD2
ATP6V0D2
TMEM182
ASB14
TEAD1
MED19
MGAM
WDR89
SREBF1
GLDN
RAI2
PRPF38B
NVL
DPAGT1
NSD1
TMEM260
TIGD2
KISS1R
CLCA4
PDHX
SMC6
PDK4
CLEC19A
APP
TRPM7
BNIP2
AP3B2
ZNF184
RNF212B
CMTM4
DLX5
DECR2
AGO2
MFF
NDUFAF2
MARVELD2
ARL9
AADAT
SHISA2
HSPA5
ARAP2
FLRT2
RHD
AQP3
FMO5
ACSL3
IGFN1
RNASE1
PRB2
NKIRAS1
TPI1
TM9SF2
MAST3
C1orf115
SLC9A7
CPTP
CYP2E1
MAPT
SERTAD1
PAPSS2
FAM53A
CSRNP3
COL28A1
RBCK1
SLC24A3
CABIN1
WDR46
ADPGK
