celltype,genes,res,gene_symbol
AST,9201,0.7009219414440981,SAR1A
AST,9203,0.7231852884789172,NPFFR1
AST,9205,0.7801592287050536,EIF4EBP2
AST,9214,0.845550523199927,CDH23
AST,9216,0.8690382151760193,PSAP
AST,9217,0.8211314603836808,CHST3
AST,9218,0.7538770917401649,SPOCK2
AST,9219,0.8563847312078448,ASCC1
AST,9220,0.8976408773151672,ANAPC16
AST,9221,0.7462406792874379,DDIT4
AST,9223,0.8323263797938061,MICU1
AST,9224,0.7565561611639833,MCU
AST,9227,0.9061862378835327,P4HA1
AST,9229,0.7393128609633796,ECD
AST,9230,0.7509002470363983,FAM149B1
AST,9231,0.7896508713935196,DNAJC9
AST,9234,0.80962709485556,CFAP70
AST,9235,0.8082906909565134,ANXA7
AST,9237,0.8861625205920669,PPP3CB
AST,9239,0.8631626402080675,USP54
AST,9245,0.7661722352273846,ZSWIM8
AST,9247,0.9693709769526206,CAMK2G
AST,9250,0.8555960051328869,VCL
AST,9252,0.9254934498776333,ADK
AST,9253,0.9242060339625118,KAT6B
AST,9256,0.8321498386352175,SAMD8
AST,9262,0.9481077083779226,KCNMA1
AST,9265,0.8876033285626613,DLG5
AST,9267,0.7955529175462397,POLR3A
AST,9268,0.7038473814727955,RPS24
AST,9270,0.9243624925857106,ZMIZ1
AST,9272,0.8360510547858544,ZCCHC24
AST,9276,0.8998973501074643,NUTM2B-AS1
AST,9281,0.73941623121472,TMEM254-AS1
AST,9282,0.7365358555428643,TMEM254
AST,9284,0.7169568106044536,ANXA11
AST,9289,0.7357214699133608,TSPAN14
AST,9291,0.9655924448949978,NRG3
AST,9299,0.9093230919728107,CCSER2
AST,9302,0.9422941814089792,GRID1
AST,9303,0.8432807010703449,WAPL
AST,9305,0.9433007924832575,BMPR1A
AST,9310,0.9190920302302198,GLUD1
AST,9311,0.8413126447569639,NUTM2A-AS1
AST,9317,0.8010238575478251,ATAD1
AST,9319,0.8735291687900505,PTEN
AST,9320,0.8174979298169796,RNLS
AST,9329,0.7514928960769062,LIPA
AST,9344,0.909317429172623,PCGF5
AST,9345,0.8266712014349308,HECTD2
AST,9346,0.7191814831941153,PPP1R3C
AST,9348,0.8560117531405107,TNKS2
AST,9350,0.8737733249782277,BTAF1
AST,9351,0.9498553978674386,CPEB3
AST,9352,0.8380368551592671,MARCH5
AST,9353,0.7800775957291652,IDE
AST,9356,0.8062361824256092,EXOC6
AST,9364,0.8166592909323309,FRA10AC1
AST,9365,0.9317687423821266,LGI1
AST,9367,0.8773757958702457,PLCE1
AST,9371,0.7648658958032791,TBC1D12
AST,9379,0.9678856197051833,SORBS1
AST,9382,0.7548369051646752,ENTPD1
AST,9383,0.933951818356973,ENTPD1-AS1
AST,9384,0.8463703387618622,CC2D2B
AST,9386,0.9250773846818247,ZNF518A
AST,9391,0.8196604666522422,TM9SF3
AST,9393,0.8904560170553175,LCOR
AST,9397,0.713775957778728,RRP12
AST,9399,0.7099811808305956,EXOSC1
AST,9401,0.8192220611925709,MMS19
AST,9402,0.803519726309483,UBTD1
AST,9404,0.7056416843055526,MORN4
AST,9411,0.7796971105801678,GOLGA7B
AST,9413,0.8015870295677499,R3HCC1L
AST,9415,0.7236272597270089,PYROXD2
AST,9416,0.9738392116950116,HPSE2
AST,9418,0.7901607667655872,GOT1
AST,9419,0.7175955451569781,SLC25A28
AST,9423,0.7020494820201354,DNMBP
AST,9428,0.7156856588274089,CWF19L1
AST,9432,0.8934828481256207,OLMALINC
AST,9434,0.7851609874174599,SEC31B
AST,9435,0.7390281186522156,HIF1AN
AST,9437,0.8766126967859111,SLF2
AST,9447,0.8946701543428226,BTRC
AST,9450,0.8733416522313764,FBXW4
AST,9461,0.8922216961460909,GBF1
AST,9469,0.7168354682637152,ACTR1A
AST,9470,0.8915529060210003,SUFU
AST,9471,0.8735801461254622,TRIM8
AST,9472,0.8584414850271038,ARL3
AST,9474,0.8486307152556515,WBP1L
AST,9476,0.8920936440273717,CNNM2
AST,9477,0.9510750027807552,NT5C2
AST,9479,0.7446457785810934,PCGF6
AST,9487,0.7207319216101106,SH3PXD2A
AST,9489,0.8490371658779651,SLK
AST,9500,0.8056392653863498,XPNPEP1
AST,9501,0.9151010001758643,ADD3-AS1
AST,9502,0.9509701706808877,ADD3
AST,9503,0.9289013639954607,MXI1
AST,9510,0.7052585997658196,BBIP1
AST,9511,0.814332751119488,SHOC2
AST,9513,0.9028931266957766,GPAM
AST,9517,0.9506418543244873,VTI1A
AST,9518,0.9547944617185806,TCF7L2
AST,9521,0.8073962745900962,CASP7
AST,9524,0.805218015289325,NHLRC2
AST,9526,0.7266890052531694,CCDC186
AST,9530,0.9676589562005453,ABLIM1
AST,9531,0.7554067399339821,FAM160B1
AST,9533,0.7980124830518699,ATRNL1
AST,9538,0.8409714570931165,HSPA12A
AST,9540,0.7198497176780363,SHTN1
AST,9545,0.7860076949148195,PDZD8
AST,9546,0.9601351173121329,EMX2OS
AST,9547,0.8978751022188781,EMX2
AST,9548,0.9159307962659919,RAB11FIP2
AST,9549,0.90200775035178,CASC2
AST,9550,0.8732853600485002,FAM204A
AST,9553,0.8895725078670615,CACUL1
AST,9555,0.8305682530319884,EIF3A
AST,9556,0.7972454519925904,SFXN4
AST,9560,0.7672195403661863,TIAL1
AST,9561,0.8965965221421378,BAG3
AST,9562,0.8703934874144043,INPP5F
AST,9564,0.7984008899286057,SEC23IP
AST,9567,0.8905417010181902,WDR11-AS1
AST,9568,0.8232977409177499,WDR11
AST,9569,0.9483104755232251,FGFR2
AST,9570,0.8944168732665908,ATE1
AST,9572,0.704506101228491,TACC2
AST,9574,0.7818453981815285,PLEKHA1
AST,9576,0.881238388112241,HTRA1
AST,9582,0.8187723294396237,ACADSB
AST,9588,0.7172737319520185,OAT
AST,9590,0.8116783178334843,LHPP
AST,9592,0.8466075160300823,ZRANB1
AST,9593,0.9132606763413147,CTBP2
AST,9595,0.7234943701596555,EDRF1
AST,9598,0.714529422480547,UROS
AST,9599,0.7148222601385872,BCCIP
AST,9600,0.8306241196881704,DHX32
AST,9601,0.7331142158561812,FANK1
AST,9602,0.8056064516672189,ADAM12
AST,9604,0.7952573586726468,C10orf90
AST,9605,0.9486494875952648,DOCK1
AST,9607,0.7956546386756077,PTPRE
AST,9610,0.8598444262163276,MGMT
AST,9612,0.792015576801553,GLRX3
AST,9615,0.779775573380442,PPP2R2D
AST,9616,0.7880903355442241,BNIP3
AST,9617,0.7736183113256028,JAKMIP3
AST,9619,0.7732323114393138,STK32C
AST,9620,0.8341500631108524,LRRC27
AST,9623,0.818807842885532,INPP5A
AST,9630,0.8538878877970323,KNDC1
AST,9634,0.759079848875709,TUBGCP2
AST,9641,0.8337449823502732,MTG1
AST,9651,0.7353730205473574,PSMD13
AST,9655,0.8986871734844183,B4GALNT4
AST,9659,0.750717176737038,PTDSS2
AST,9666,0.7243678034081139,PHRF1
AST,9671,0.8398852843352025,DEAF1
AST,9672,0.7444512249907429,EPS8L2
AST,9676,0.7182246821835685,PIDD1
AST,9684,0.8120669926494661,AP2A2
AST,9689,0.7085682400300237,BRSK2
AST,9696,0.7158657874648932,CTSD
AST,9711,0.7600393534267246,CD81
AST,9722,0.8759093775159428,NAP1L4
AST,9723,0.7833207405472692,CARS
AST,9727,0.713921220998331,ZNF195
AST,9731,0.8722706607142865,NUP98
AST,9734,0.8967902948834177,STIM1
AST,9754,0.7359947141525368,APBB1
AST,9758,0.8385565050465871,DNHD1
AST,9760,0.7168708406382569,ILK
AST,9762,0.7042325808321312,TPP1
AST,9772,0.867609483145037,SYT9
AST,9779,0.7134671777441038,EIF3F
AST,9780,0.7183767430879072,TUB
AST,9781,0.8290399360026355,RIC3
AST,9783,0.9569381452598759,STK33
AST,9784,0.888906786250606,TRIM66
AST,9786,0.8875356328946481,ST5
AST,9790,0.8171955127693451,TMEM9B-AS1
AST,9793,0.8782770788444347,DENND5A
AST,9794,0.8221980427132607,TMEM41B
AST,9795,0.7813344810787244,IPO7
AST,9798,0.8053169811057355,SWAP70
AST,9800,0.9298452903410119,SBF2
AST,9805,0.8563574700518813,LYVE1
AST,9806,0.9695942010794871,MRVI1
AST,9808,0.7306816545172968,EIF4G2
AST,9809,0.7944845862274005,ZBED5
AST,9810,0.7167326688912545,ZBED5-AS1
AST,9811,0.9397436828806163,GALNT18
AST,9812,0.9156793951946884,USP47
AST,9813,0.9283033133277627,DKK3
AST,9815,0.874651835942647,PARVA
AST,9816,0.9462420151631894,TEAD1
AST,9819,0.894866626810282,ARNTL
AST,9820,0.7379312229478485,BTBD10
AST,9822,0.8426993779283878,FAR1
AST,9823,0.9583646378122122,SPON1
AST,9824,0.7306574125709941,RRAS2
AST,9825,0.781387194152218,COPB1
AST,9826,0.8079534961189792,PSMA1
AST,9827,0.840681353819463,PDE3B
AST,9832,0.9489387672680236,SOX6
AST,9833,0.8251482882011725,C11orf58
AST,9834,0.9561055763927037,PLEKHA7
AST,9836,0.8923035747968167,PIK3C2A
AST,9837,0.7472409676764428,NUCB2
AST,9840,0.7311438403333337,ABCC8
AST,9841,0.7906638629843903,USH1C
AST,9844,0.9112755592810557,SERGEF
AST,9849,0.7575905026030776,HPS5
AST,9850,0.8159231281829001,GTF2H1
AST,9854,0.8038517457309673,TSG101
AST,9855,0.8068840924623814,UEVLD
AST,9860,0.735592388233256,ZDHHC13
AST,9863,0.9681670424935526,NAV2
AST,9868,0.8637112837897583,PRMT3
AST,9871,0.8261222625835586,ANO5
AST,9875,0.7356455942128102,GAS2
AST,9883,0.9222475609740719,BBOX1
AST,9886,0.9449849525739893,LGR4
AST,9888,0.8969688679390329,BDNF-AS
AST,9892,0.9305692080633374,METTL15
AST,9895,0.898253746883095,MPPED2
AST,9897,0.718486171709315,DNAJC24
AST,9898,0.8293969533738463,IMMP1L
AST,9899,0.940095295870804,ELP4
AST,9900,0.9515429006274735,PAX6
AST,9904,0.7359478011817806,EIF3M
AST,9907,0.8243620643644405,QSER1
AST,9909,0.7806921443615475,TCP11L1
AST,9910,0.8358439573620846,CSTF3
AST,9911,0.8805113793123953,HIPK3
AST,9912,0.7328219839440889,KIAA1549L
AST,9913,0.7530173786906481,CD59
AST,9914,0.717834258645828,FBXO3
AST,9916,0.8149174507582015,CAPRIN1
AST,9917,0.7325365576873002,NAT10
AST,9918,0.7955309127573094,ABTB2
AST,9919,0.836558590899578,CAT
AST,9922,0.861937166190384,APIP
AST,9923,0.7958313057313462,PDHX
AST,9924,0.8984066312323031,CD44
AST,9925,0.9619901891156412,SLC1A2
AST,9926,0.976488226678384,PAMR1
AST,9928,0.9108588796421089,TRIM44
AST,9929,0.9053095589927139,LDLRAD3
AST,9936,0.9219703375824746,LRRC4C
AST,9938,0.7647383900527036,API5
AST,9939,0.9271971223721565,TTC17
AST,9940,0.7620263771782219,HSD17B12
AST,9941,0.7008338256648361,ALKBH3
AST,9945,0.8770091955765087,EXT2
AST,9950,0.7168512045533874,PRDM11
AST,9952,0.8252045079658613,CHST1
AST,9954,0.8753478271879735,CRY2
AST,9958,0.9476671331179454,PHF21A
AST,9960,0.8064687671049036,DGKZ
AST,9963,0.8897102911322852,AMBRA1
AST,9965,0.7876361811277004,ATG13
AST,9966,0.7973598330583883,ARHGAP1
AST,9969,0.8549200229007159,CKAP5
AST,9971,0.9106884102109749,LRP4
AST,9972,0.9425541973043201,C11orf49
AST,9975,0.734173228420608,DDB2
AST,9977,0.7407612904659693,NR1H3
AST,9978,0.7438871985342277,MADD
AST,9984,0.9037454694092009,CELF1
AST,9989,0.8678770461697407,MTCH2
AST,9991,0.9108066368212409,FNBP4
AST,9992,0.8403911228449272,NUP160
AST,9993,0.8668332405057606,PTPRJ
AST,9997,0.767371790597035,TNKS1BP1
AST,10008,0.745413555580037,ZDHHC5
AST,10010,0.9103220428257405,CTNND1
AST,10014,0.7302413126573886,LPXN
AST,10025,0.7306124730110559,OSBP
AST,10050,0.8354342070113743,TMEM132A
AST,10057,0.7836542353095362,VWCE
AST,10058,0.833820418060015,DDB1
AST,10063,0.8971505319111696,CPSF7
AST,10070,0.9194826567508432,FADS2
AST,10071,0.8218330208908625,FADS1
AST,10072,0.7866305327509735,FADS3
AST,10075,0.8227235683623769,FTH1
AST,10077,0.8941245789594741,ASRGL1
AST,10079,0.920828436366202,AHNAK
AST,10081,0.7631151363276818,EML3
AST,10083,0.701993246331326,B3GAT3
AST,10084,0.7465178848994578,GANAB
AST,10092,0.7334431099394272,HNRNPUL2
AST,10093,0.7590938454906664,TTC9C
AST,10100,0.7381211287223765,STX5
AST,10103,0.8822066241375668,SLC3A2
AST,10112,0.7434926943998829,ATL3
AST,10113,0.8796860485249495,RTN3
AST,10115,0.8388522753107569,MARK2
AST,10121,0.7366864329094585,STIP1
AST,10133,0.7735169193067595,ESRRA
AST,10141,0.7276290788871677,NRXN2
AST,10143,0.7715788097061759,PYGM
AST,10144,0.8822405419759438,SF1
AST,10159,0.7769254171559614,VPS51
AST,10171,0.9614764115449408,NEAT1
AST,10172,0.9634335358155738,MALAT1
AST,10174,0.7196987745452188,LTBP3
AST,10188,0.8200617690799697,SNX32
AST,10190,0.7302667314539042,EFEMP2
AST,10203,0.7227142803172774,SF3B2
AST,10204,0.9378884850745474,PACS1
AST,10223,0.7946788106243663,CCS
AST,10224,0.7917651630657716,RBM4
AST,10227,0.7455113947833171,C11orf80
AST,10229,0.9013493876451578,PC
AST,10233,0.9059305105959249,KDM2A
AST,10235,0.7296361661290451,ANKRD13D
AST,10237,0.8246302091682273,RAD9A
AST,10252,0.7990094740190644,NDUFV1
AST,10260,0.915931478534846,CHKA
AST,10261,0.8841337785812933,KMT5B
AST,10263,0.7412594741790418,LRP5
AST,10264,0.9292692012960521,PPP6R3
AST,10267,0.8854938889514032,CPT1A
AST,10272,0.7505395266258283,TPCN2
AST,10279,0.9418092089202823,PPFIA1
AST,10280,0.8798529304525331,CTTN
AST,10285,0.7701997638062156,NADSYN1
AST,10291,0.8469383845452384,ALG1L9P
AST,10292,0.774508313428945,RNF121
AST,10294,0.8118198685852152,NUMA1
AST,10295,0.7002794363294329,LAMTOR1
AST,10299,0.8432723545205143,INPPL1
AST,10300,0.8136973720372758,CLPB
AST,10303,0.7885944269223211,ARAP1
AST,10308,0.9096380990472828,FCHSD2
AST,10311,0.8769521469291794,ARHGEF17
AST,10313,0.926342625388646,FAM168A
AST,10314,0.7605395184928992,PLEKHB1
AST,10315,0.9004254816957298,RAB6A
AST,10318,0.8664710949867647,PAAF1
AST,10322,0.8447204386326636,C2CD3
AST,10323,0.8004102801335534,PPME1
AST,10329,0.7423130916081055,POLD3
AST,10331,0.8646543200803174,RNF169
AST,10332,0.8843483655951468,XRRA1
AST,10333,0.7464838161086442,SPCS2
AST,10337,0.8722146512680775,ARRB1
AST,10342,0.7137902336458397,MAP6
AST,10345,0.8843517387913302,UVRAG
AST,10348,0.8654867631321121,EMSY
AST,10351,0.8691956932019748,ACER3
AST,10356,0.7660955336745071,PAK1
AST,10357,0.8537489371817347,CLNS1A
AST,10359,0.9140387059802496,RSF1
AST,10360,0.8039873451815993,AAMDC
AST,10361,0.7704983968144694,INTS4
AST,10364,0.7527987612725209,ALG8
AST,10368,0.8606780997596177,GAB2
AST,10369,0.7775312712310827,NARS2
AST,10370,0.9231160108086053,TENM4
AST,10371,0.9327651944546691,MIR4300HG
AST,10373,0.8715394238323715,PRCP
AST,10375,0.8323729841708204,RAB30
AST,10376,0.798327942775009,PCF11
AST,10379,0.9339509533146739,DLG2
AST,10382,0.8681745098876066,CREBZF
AST,10386,0.8855334185514081,PICALM
AST,10387,0.7163726388728157,EED
AST,10390,0.8347275796882055,ME3
AST,10393,0.9309361257992338,TMEM135
AST,10397,0.7210789778264453,GRM5
AST,10401,0.7878226217533605,CHORDC1
AST,10403,0.9258994352608638,FAT3
AST,10405,0.7766124551121683,SLC36A4
AST,10408,0.7689398150881089,CEP295
AST,10409,0.8132758283231422,TAF1D
AST,10418,0.7570071535771267,AMOTL1
AST,10422,0.7857574213310994,ENDOD1
AST,10423,0.8676498784397495,SESN3
AST,10425,0.8228120992685716,CEP57
AST,10426,0.7972916902264031,MTMR2
AST,10427,0.9584500330040264,MAML2
AST,10428,0.7659406452033923,CCDC82
AST,10432,0.9043250076599211,ARHGAP42
AST,10436,0.8140834516799427,CEP126
AST,10437,0.9256480459767717,YAP1
AST,10439,0.7483535799181187,BIRC2
AST,10440,0.7822485227192104,TMEM123
AST,10445,0.7411435828922761,DCUN1D5
AST,10446,0.9334604001759381,DYNC2H1
AST,10453,0.7291971041575183,GRIA4
AST,10454,0.8198114859483752,MSANTD4
AST,10458,0.8648358129886631,CWF19L2
AST,10464,0.8410515559337778,CUL5
AST,10465,0.786164626351542,ACAT1
AST,10466,0.7748786529048735,NPAT
AST,10467,0.8641077451751373,ATM
AST,10468,0.7627261110081874,C11orf65
AST,10470,0.8056502461939413,DDX10
AST,10472,0.8589246669726183,RDX
AST,10473,0.8922071861662829,ZC3H12C
AST,10474,0.7249260097525319,FDX1
AST,10482,0.91593949545915,SIK2
AST,10483,0.8614669604198018,PPP2R1B
AST,10486,0.7789869983872352,CRYAB
AST,10487,0.8867726530989588,DIXDC1
AST,10488,0.7227435241817226,DLAT
AST,10494,0.7555963162935823,PTS
AST,10496,0.9624592480942706,NCAM1
AST,10498,0.7890277356191104,TTC12
AST,10501,0.7868819823173736,TMPRSS5
AST,10506,0.9359138983903363,ZBTB16
AST,10512,0.9738308668553664,CADM1
AST,10518,0.9399680965827001,SIK3
AST,10519,0.7024426557761345,PAFAH1B2
AST,10522,0.851967553272042,PCSK7
AST,10523,0.7413899573828963,RNF214
AST,10524,0.7393053925026516,BACE1
AST,10526,0.8508312776243647,CEP164
AST,10540,0.8156055832375401,UBE4A
AST,10541,0.8967277851713777,KMT2A
AST,10546,0.8294230546259922,PHLDB1
AST,10548,0.8542322366936809,DDX6
AST,10553,0.868508345994826,CCDC84
AST,10568,0.7735903973170266,CBL
AST,10576,0.9031497163074006,OAF
AST,10578,0.9384465576700594,ARHGEF12
AST,10579,0.90134383443033,GRIK4
AST,10582,0.9227721627760779,SORL1
AST,10583,0.9509303814695826,MIR100HG
AST,10589,0.9156976505064769,GRAMD1B
AST,10600,0.7534637498205234,TBRG1
AST,10606,0.7283129016849257,MSANTD2
AST,10607,0.7925137030294986,ROBO3
AST,10609,0.9364458263049169,HEPACAM
AST,10610,0.7214359833011711,HEPN1
AST,10615,0.8378113494903554,PKNOX2
AST,10616,0.835194609228272,FEZ1
AST,10628,0.729429025862386,FAM118B
AST,10633,0.7097422636122263,ST3GAL4
AST,10644,0.9466680551589773,ARHGAP32
AST,10651,0.8112443314670191,APLP2
AST,10653,0.7895609454114216,ZBTB44
AST,10657,0.8647132144225411,SNX19
AST,10658,0.9606645666673433,NTM
AST,10661,0.8411759216147858,OPCML
AST,10666,0.7157753461159454,VPS26B
AST,10671,0.785544102150151,B3GAT1
AST,10676,0.8854689243993761,KDM5A
AST,10680,0.9060278422185213,WNK1
AST,10681,0.8118509195331232,RAD52
AST,10682,0.927696129868316,ERC1
AST,10685,0.702048231131968,FBXL14
AST,10686,0.7965768680660081,ADIPOR2
AST,10690,0.8493461903747944,DCP1B
AST,10691,0.9048272666627815,CACNA1C
AST,10696,0.828094292579363,ITFG2
AST,10700,0.8925513425810883,TULP3
AST,10705,0.8223432391847478,PARP11
AST,10706,0.7498659516777202,CCND2
AST,10709,0.787160081867481,C12orf4
AST,10713,0.7550196819310602,GALNT8
AST,10720,0.7695421645513026,TNFRSF1A
AST,10729,0.7727285023125026,GAPDH
AST,10731,0.8607282071146409,CHD4
AST,10749,0.8361317883076914,LRRC23
AST,10750,0.7549069592517649,ENO2
AST,10751,0.8750570542532795,ATN1
AST,10756,0.7303633114965083,LPCAT3
AST,10757,0.8110485831557807,C1S
AST,10759,0.786909106022678,C1RL
AST,10774,0.8554020385615015,FAM66C
AST,10782,0.8928473056286734,RIMKLB
AST,10784,0.9365128971267019,A2ML1
AST,10785,0.8225088130554223,PHC1
AST,10815,0.7478222604577593,YBX3
AST,10819,0.8623249830076387,PRH1
AST,10825,0.9159010213171076,ETV6
AST,10827,0.8796171861093077,LRP6
AST,10830,0.8337911107294407,BORCS5
AST,10831,0.8470968272436579,DUSP16
AST,10832,0.707998194392129,CREBL2
AST,10841,0.7849203094341725,EMP1
AST,10844,0.8948950882334902,ATF7IP
AST,10858,0.8777002954021421,RERG
AST,10860,0.8829554031928641,EPS8
AST,10862,0.7325600828177207,DERA
AST,10864,0.9609277328083792,MGST1
AST,10865,0.9229664593580861,LMO3
AST,10869,0.9192520341699902,PLEKHA5
AST,10870,0.8132397831923491,AEBP2
AST,10871,0.866357936646728,PDE3A
AST,10872,0.9622499939543945,SLCO1C1
AST,10880,0.802953363678111,LDHB
AST,10882,0.8845226043849248,ABCC9
AST,10884,0.8901044057716962,ST8SIA1
AST,10885,0.7848234410534162,C2CD5
AST,10886,0.8415153129128813,ETNK1
AST,10887,0.9664801579614556,SOX5
AST,10894,0.8676757529308071,LMNTD1
AST,10895,0.8568700931949186,RASSF8-AS1
AST,10896,0.9228342182858299,RASSF8
AST,10898,0.8233653889666706,SSPN
AST,10899,0.9519372116864755,ITPR2
AST,10900,0.7893726081863524,FGFR1OP2
AST,10901,0.7559869714719042,TM7SF3
AST,10903,0.7733123539597488,STK38L
AST,10911,0.7580526948824351,KLHL42
AST,10913,0.9216784158028306,CCDC91
AST,10915,0.7323607350431788,ERGIC2
AST,10918,0.9047827375541827,TMTC1
AST,10919,0.7872799412308924,IPO8
AST,10920,0.804120072580595,CAPRIN2
AST,10924,0.9293325309993614,DENND5B
AST,10927,0.7711890299399421,AMN1
AST,10928,0.9507273956155412,BICD1
AST,10929,0.9502975041052949,FGD4
AST,10930,0.8501277665422438,DNM1L
AST,10936,0.870011163090837,CPNE8
AST,10937,0.933645158487016,KIF21A
AST,10938,0.8477500229208476,ABCD2
AST,10943,0.9449833283965076,CNTN1
AST,10945,0.7322622021794327,GXYLT1
AST,10946,0.8529901146140075,YAF2
AST,10947,0.8658575892984454,PPHLN1
AST,10951,0.7709502005767649,PUS7L
AST,10954,0.8509632761401542,TMEM117
AST,10955,0.7423884996305438,NELL2
AST,10957,0.9055736610185552,ANO6
AST,10958,0.9212196933309794,ARID2
AST,10959,0.8839367449761084,SCAF11
AST,10960,0.7668355532171489,SLC38A1
AST,10961,0.7892809588794327,SLC38A2
AST,10964,0.7846016013959451,PCED1B
AST,10968,0.9356609305273242,RAPGEF3
AST,10969,0.8410675513112167,SLC48A1
AST,10970,0.8150652223517112,HDAC7
AST,10974,0.784248888761965,SENP1
AST,10979,0.7234119528115894,ZNF641
AST,10984,0.7538254177963614,CCNT1
AST,10985,0.728305467344404,ADCY6
AST,10994,0.778729851766921,KMT2D
AST,11000,0.7899144275086316,TUBA1C
AST,11005,0.8429942665159988,SPATS2
AST,11008,0.8444086752548783,PRPF40B
AST,11010,0.7026312408112982,FMNL3
AST,11011,0.8202312749462047,TMBIM6
AST,11012,0.7116347696270324,NCKAP5L
AST,11023,0.7778528969675353,CERS5
AST,11024,0.704488916300919,LIMA1
AST,11026,0.8815806090611374,LARP4
AST,11027,0.9013392081842188,DIP2B
AST,11028,0.8089622337079121,ATF1
AST,11030,0.8777263567850646,METTL7A
AST,11031,0.7616907785638495,SLC11A2
AST,11032,0.8770504357698687,LETMD1
AST,11034,0.8843793638332805,TFCP2
AST,11035,0.8000361045741065,POU6F1
AST,11041,0.7165729792633703,SLC4A8
AST,11042,0.7895519260029917,SCN8A
AST,11059,0.7358319774565395,EIF4B
AST,11064,0.8313405350524965,CSAD
AST,11067,0.7622320561463682,RARG
AST,11070,0.7020797609984959,PFDN5
AST,11073,0.8183123391157195,SP1
AST,11075,0.8554380282683758,PCBP2
AST,11076,0.8034484866131981,MAP3K12
AST,11078,0.9121497340669447,ATF7
AST,11083,0.7989778360784558,CBX5
AST,11097,0.8945960904676553,ITGA7
AST,11098,0.7003591710324315,CD63
AST,11099,0.7737293523699516,GDF11
AST,11100,0.8723573803314351,SARNP
AST,11110,0.7466405135517057,IKZF4
AST,11118,0.7758282143499804,RNF41
AST,11121,0.7395101888945284,ANKRD52
AST,11123,0.812121511277696,CS
AST,11124,0.7448920627082612,CNPY2
AST,11125,0.7605230671325985,PAN2
AST,11127,0.8043800526886523,STAT2
AST,11131,0.8291049681488317,RBMS2
AST,11132,0.8783197861480907,BAZ2A
AST,11133,0.8943852057609767,PTGES3
AST,11134,0.72608222032403,NACA
AST,11146,0.8999695245518607,LRP1
AST,11152,0.9291236424344683,R3HDM2
AST,11157,0.7812623402135961,MARS
AST,11160,0.7552874648016596,DCTN2
AST,11175,0.7622357469681209,AVIL
AST,11176,0.8392264606559852,CTDSP2
AST,11178,0.7746128182048502,LRIG3
AST,11180,0.8661649177886709,USP15
AST,11181,0.9011923632549786,MON2
AST,11183,0.7718428769259458,PPM1H
AST,11186,0.9230033088896203,SRGAP1
AST,11189,0.7717999502881245,XPOT
AST,11190,0.7911785743728545,TBK1
AST,11192,0.7141634848530231,GNS
AST,11193,0.8318177662187549,WIF1
AST,11194,0.8178078740644106,LEMD3
AST,11195,0.8447258786175293,MSRB3
AST,11200,0.7458383841832855,GRIP1
AST,11201,0.7714625222275008,CAND1
AST,11207,0.8495872587592046,RAP1B
AST,11208,0.7389415084012867,NUP107
AST,11209,0.8457996810565342,SLC35E3
AST,11210,0.8165507116071291,MDM2
AST,11211,0.7598512176673468,CPM
AST,11212,0.857599073593922,CPSF6
AST,11215,0.920029471841255,FRS2
AST,11221,0.8689832315762835,CNOT2
AST,11227,0.8487698954940794,ZFC3H1
AST,11230,0.7695064003477577,RAB21
AST,11231,0.8366654992975147,TBC1D15
AST,11237,0.8991738599398493,CAPS2
AST,11243,0.8876937556736859,NAP1L1
AST,11245,0.8350799182921431,OSBPL8
AST,11246,0.8815294251738888,ZDHHC17
AST,11249,0.9675471032859401,NAV3
AST,11250,0.8104767171714549,SYT1
AST,11252,0.9381197617542465,PPP1R12A
AST,11256,0.950607703775411,ACSS3
AST,11257,0.8312496820544075,PPFIA2
AST,11258,0.7246050977887115,CCDC59
AST,11259,0.8010954285855636,METTL25
AST,11260,0.9345858461105084,TMTC2
AST,11267,0.942593600922784,MGAT4C
AST,11270,0.8376586857180506,CEP290
AST,11271,0.7233252806959591,TMTC3
AST,11274,0.8506157725333668,POC1B
AST,11275,0.8325898894650419,ATP2B1
AST,11282,0.8697179788791665,EEA1
AST,11283,0.8051502188679539,NUDT4
AST,11284,0.7409007900505474,UBE2N
AST,11285,0.7055467638595917,MRPL42
AST,11288,0.9426979689841388,CRADD
AST,11290,0.8080517552980482,CEP83
AST,11293,0.8377426335046236,NR2C1
AST,11294,0.9320355988145433,FGD6
AST,11295,0.889819747024489,VEZT
AST,11296,0.7441740687013033,METAP2
AST,11305,0.8676564977015581,CDK17
AST,11306,0.7910174949397548,CFAP54
AST,11308,0.8226068827374569,RMST
AST,11314,0.9108580906122,ANKS1B
AST,11315,0.8475850594801437,UHRF1BP1L
AST,11318,0.829019880979339,SCYL2
AST,11327,0.7547394535216984,MYBPC1
AST,11328,0.9328611840900187,CHPT1
AST,11330,0.7879489389937485,GNPTAB
AST,11342,0.7597478199826544,HSP90B1
AST,11343,0.7412916956846656,C12orf73
AST,11348,0.8561444584909916,TXNRD1
AST,11349,0.902485181527474,CHST11
AST,11350,0.7146326965836333,SLC41A2
AST,11353,0.9118273847457312,APPL2
AST,11356,0.7179012490176151,NUAK1
AST,11358,0.7279209774726686,TCP11L2
AST,11359,0.758863017260256,POLR3B
AST,11360,0.9790170398790412,RFX4
AST,11361,0.8770025988434872,RIC8B
AST,11363,0.7080507790552645,MTERF2
