celltype,genes,res,gene_symbol
AST,1425,0.9261994996345578,NPL
AST,1426,0.8669224706863525,DHX9
AST,1428,0.7799896491747402,LAMC1
AST,1432,0.8470050002440356,SMG7
AST,1435,0.9453041571289246,RGL1
AST,1436,0.788576178511809,COLGALT2
AST,1437,0.8195590748655173,TSEN15
AST,1438,0.9436375411879606,C1orf21
AST,1439,0.8179649024678387,EDEM3
AST,1441,0.7700124821584569,TRMT1L
AST,1442,0.8627029192931431,SWT1
AST,1447,0.842307052484116,TPR
AST,1454,0.920395916462501,BRINP3
AST,1463,0.8656440857554184,CDC73
AST,1472,0.7597654285101696,ZBTB41
AST,1473,0.949223110611114,CRB1
AST,1474,0.786192376773195,DENND1B
AST,1477,0.8681137691173187,NEK7
AST,1483,0.7215373823037983,LINC00862
AST,1486,0.7336667272168971,DDX59
AST,1487,0.9195516239324057,CAMSAP2
AST,1488,0.8260566173371903,KIF21B
AST,1492,0.713162953199956,IGFN1
AST,1497,0.9144408041086802,CSRP1
AST,1498,0.8887307670973932,NAV1
AST,1500,0.8841941014533564,IPO9
AST,1506,0.8346422772047072,GPR37L1
AST,1511,0.9227855651897869,PPP1R12B
AST,1513,0.8477235288304904,KDM5B
AST,1522,0.764266096105932,ADORA1
AST,1524,0.8535548168218046,CHI3L1
AST,1532,0.947381521757174,ATP2B4
AST,1537,0.7921978079781676,SOX13
AST,1542,0.912370111838405,PLEKHA6
AST,1544,0.7212909470587183,PIK3C2B
AST,1545,0.8912845921498047,MDM4
AST,1546,0.7708799280271538,LRRN2
AST,1547,0.7937177987015231,NFASC
AST,1551,0.8130849099211167,DSTYK
AST,1552,0.7064121383082773,TMCC2
AST,1561,0.8844483977534155,NUCKS1
AST,1562,0.739590217381997,RAB29
AST,1563,0.8276590762361901,SLC41A1
AST,1573,0.7562937923309437,EIF2D
AST,1575,0.7969294927640205,MAPKAPK2
AST,1581,0.8603191442312127,PFKFB2
AST,1589,0.8230114189147963,CD46
AST,1591,0.9264449924189838,PLXNA2
AST,1598,0.7397944224792425,SYT14
AST,1601,0.8268986036340349,HHAT
AST,1603,0.8800326442974271,RCOR3
AST,1605,0.7354175038989248,LINC00467
AST,1609,0.8073047668531425,LPGAT1
AST,1610,0.714153774566784,INTS7
AST,1612,0.8761181898564054,PPP2R5A
AST,1616,0.8151966424755542,NSL1
AST,1619,0.7277624875902744,FLVCR1
AST,1621,0.7699321608054199,ANGEL2
AST,1622,0.8932471630967006,RPS6KC1
AST,1626,0.807521979437745,PTPN14
AST,1629,0.8496131080881966,KCTD3
AST,1631,0.9259889378460766,ESRRG
AST,1632,0.827104262741803,GPATCH2
AST,1633,0.7248878527668439,SPATA17
